Driver_ID,Driver_Name,Age,Experience_Years,Region,Safety_Score,Safety_Category
909462,Driver_9461,39,29,West,95.9,Excellent
909463,Driver_9462,28,16,Central,66.8,Average
909464,Driver_9463,21,19,Central,85.6,Good
909465,Driver_9464,50,10,East,91.2,Excellent
909466,Driver_9465,24,19,Central,95.5,Excellent
909467,Driver_9466,63,16,West,53.8,Low
909468,Driver_9467,48,15,Central,62.5,Average
909469,Driver_9468,49,2,South,69.2,Average
909470,Driver_9469,42,9,South,67.3,Average
909471,Driver_9470,55,0,Central,93.5,Excellent
909472,Driver_9471,37,27,Central,56.9,Low
909473,Driver_9472,62,25,North,74.0,Average
909474,Driver_9473,44,28,Central,59.4,Low
909475,Driver_9474,32,0,North,89.1,Good
909476,Driver_9475,61,8,West,82.2,Good
909477,Driver_9476,61,17,South,81.6,Good
909478,Driver_9477,36,17,South,59.1,Low
909479,Driver_9478,43,14,South,74.7,Average
909480,Driver_9479,44,17,North,58.6,Low
909481,Driver_9480,53,30,East,73.1,Average
909482,Driver_9481,63,11,West,93.8,Excellent
909483,Driver_9482,57,20,East,64.7,Average
909484,Driver_9483,48,22,South,50.1,Low
909485,Driver_9484,55,2,North,74.2,Average
909486,Driver_9485,54,15,South,81.2,Good
909487,Driver_9486,22,25,Central,77.6,Good
909488,Driver_9487,38,0,East,95.9,Excellent
909489,Driver_9488,52,21,South,50.7,Low
909490,Driver_9489,40,15,North,98.5,Excellent
909491,Driver_9490,52,29,West,60.6,Average
909492,Driver_9491,41,24,South,72.5,Average
909493,Driver_9492,44,19,West,79.7,Good
909494,Driver_9493,24,13,North,67.1,Average
909495,Driver_9494,54,29,East,92.5,Excellent
909496,Driver_9495,49,19,North,98.0,Excellent
909497,Driver_9496,44,1,South,60.3,Average
909498,Driver_9497,53,9,West,68.0,Average
909499,Driver_9498,26,20,East,80.7,Good
909500,Driver_9499,42,1,South,92.1,Excellent
909501,Driver_9500,24,3,North,79.4,Good
909502,Driver_9501,23,1,Central,52.0,Low
909503,Driver_9502,53,17,North,92.9,Excellent
909504,Driver_9503,62,10,South,98.6,Excellent
909505,Driver_9504,33,19,South,67.4,Average
909506,Driver_9505,48,8,Central,59.0,Low
909507,Driver_9506,49,21,East,69.7,Average
909508,Driver_9507,27,26,North,57.8,Low
909509,Driver_9508,23,27,West,93.3,Excellent
909510,Driver_9509,49,19,East,70.7,Average
909511,Driver_9510,34,2,Central,98.8,Excellent
909512,Driver_9511,35,5,West,83.3,Good
909513,Driver_9512,47,14,West,95.9,Excellent
909514,Driver_9513,39,29,North,72.6,Average
909515,Driver_9514,43,11,East,61.0,Average
909516,Driver_9515,45,23,East,86.6,Good
909517,Driver_9516,26,30,South,86.0,Good
909518,Driver_9517,42,19,North,75.5,Good
909519,Driver_9518,21,23,Central,72.3,Average
909520,Driver_9519,30,30,Central,80.5,Good
909521,Driver_9520,51,28,East,85.4,Good
909522,Driver_9521,61,17,North,97.4,Excellent
909523,Driver_9522,54,30,Central,85.8,Good
909524,Driver_9523,41,24,Central,65.2,Average
909525,Driver_9524,28,28,North,82.3,Good
909526,Driver_9525,53,20,West,69.7,Average
909527,Driver_9526,30,18,South,74.1,Average
909528,Driver_9527,43,23,South,90.3,Excellent
909529,Driver_9528,38,7,North,56.7,Low
909530,Driver_9529,47,16,Central,73.4,Average
909531,Driver_9530,56,15,South,81.1,Good
909532,Driver_9531,37,12,South,67.9,Average
909533,Driver_9532,43,4,Central,89.9,Good
909534,Driver_9533,61,27,Central,76.1,Good
909535,Driver_9534,48,22,West,53.9,Low
909536,Driver_9535,60,7,North,93.6,Excellent
909537,Driver_9536,25,6,South,99.1,Excellent
909538,Driver_9537,53,15,South,58.8,Low
909539,Driver_9538,53,10,West,78.5,Good
909540,Driver_9539,36,10,North,77.5,Good
909541,Driver_9540,31,16,Central,83.9,Good
909542,Driver_9541,35,0,North,52.1,Low
909543,Driver_9542,26,3,East,67.4,Average
909544,Driver_9543,51,12,East,59.3,Low
909545,Driver_9544,47,23,North,77.6,Good
909546,Driver_9545,37,22,South,83.7,Good
909547,Driver_9546,50,27,North,55.5,Low
909548,Driver_9547,23,20,South,68.9,Average
909549,Driver_9548,25,26,South,55.1,Low
909550,Driver_9549,48,21,North,73.7,Average
909551,Driver_9550,47,30,West,58.4,Low
909552,Driver_9551,36,23,South,52.1,Low
909553,Driver_9552,58,7,North,67.0,Average
909554,Driver_9553,38,4,Central,53.1,Low
909555,Driver_9554,40,22,East,75.6,Good
909556,Driver_9555,38,20,North,80.8,Good
909557,Driver_9556,60,5,Central,76.3,Good
909558,Driver_9557,31,30,North,54.9,Low
909559,Driver_9558,46,28,South,95.4,Excellent
909560,Driver_9559,46,15,South,94.3,Excellent
909561,Driver_9560,34,11,West,67.6,Average
909562,Driver_9561,36,17,North,57.2,Low
909563,Driver_9562,26,22,East,58.5,Low
909564,Driver_9563,38,3,North,96.8,Excellent
909565,Driver_9564,32,0,West,76.0,Good
909566,Driver_9565,62,30,South,54.9,Low
909567,Driver_9566,27,10,South,60.4,Average
909568,Driver_9567,33,15,North,55.6,Low
909569,Driver_9568,23,3,West,59.6,Low
909570,Driver_9569,56,10,Central,62.6,Average
909571,Driver_9570,36,10,West,74.5,Average
909572,Driver_9571,38,24,East,71.3,Average
909573,Driver_9572,56,25,Central,51.5,Low
909574,Driver_9573,27,17,West,67.3,Average
909575,Driver_9574,33,0,South,89.4,Good
909576,Driver_9575,40,12,South,86.8,Good
909577,Driver_9576,45,8,North,93.9,Excellent
909578,Driver_9577,27,17,East,73.8,Average
909579,Driver_9578,37,26,West,82.8,Good
909580,Driver_9579,50,19,East,62.4,Average
909581,Driver_9580,55,20,West,66.8,Average
909582,Driver_9581,29,1,West,60.1,Average
909583,Driver_9582,61,16,West,56.0,Low
909584,Driver_9583,45,24,South,79.1,Good
909585,Driver_9584,52,20,North,98.9,Excellent
909586,Driver_9585,59,19,West,84.6,Good
909587,Driver_9586,27,30,West,97.1,Excellent
909588,Driver_9587,32,20,West,54.8,Low
909589,Driver_9588,26,11,South,70.7,Average
909590,Driver_9589,61,3,East,54.1,Low
909591,Driver_9590,27,13,South,67.4,Average
909592,Driver_9591,28,12,East,83.6,Good
909593,Driver_9592,35,25,North,75.5,Good
909594,Driver_9593,58,22,Central,76.5,Good
909595,Driver_9594,51,5,South,94.0,Excellent
909596,Driver_9595,49,29,North,54.1,Low
909597,Driver_9596,36,17,West,68.4,Average
909598,Driver_9597,43,4,North,77.4,Good
909599,Driver_9598,32,16,Central,83.7,Good
909600,Driver_9599,34,13,South,99.0,Excellent
909601,Driver_9600,61,9,Central,86.0,Good
909602,Driver_9601,29,6,South,60.6,Average
909603,Driver_9602,62,11,Central,75.6,Good
909604,Driver_9603,47,7,Central,68.7,Average
909605,Driver_9604,54,25,Central,51.1,Low
909606,Driver_9605,33,11,Central,77.2,Good
909607,Driver_9606,46,25,East,79.4,Good
909608,Driver_9607,58,24,South,57.1,Low
909609,Driver_9608,47,6,North,77.4,Good
909610,Driver_9609,56,28,West,59.6,Low
909611,Driver_9610,24,20,North,98.0,Excellent
909612,Driver_9611,26,2,North,76.9,Good
909613,Driver_9612,60,13,North,87.8,Good
909614,Driver_9613,60,29,North,52.7,Low
909615,Driver_9614,29,21,West,73.1,Average
909616,Driver_9615,61,13,South,67.5,Average
909617,Driver_9616,45,1,South,94.5,Excellent
909618,Driver_9617,29,10,South,56.7,Low
909619,Driver_9618,40,29,East,66.9,Average
909620,Driver_9619,56,2,East,94.2,Excellent
909621,Driver_9620,40,1,East,76.7,Good
909622,Driver_9621,25,14,Central,83.2,Good
909623,Driver_9622,56,25,West,80.2,Good
909624,Driver_9623,50,23,South,59.7,Low
909625,Driver_9624,37,27,East,61.9,Average
909626,Driver_9625,54,19,East,85.4,Good
909627,Driver_9626,51,29,West,59.5,Low
909628,Driver_9627,40,6,West,66.3,Average
909629,Driver_9628,32,9,West,67.8,Average
909630,Driver_9629,60,12,North,80.4,Good
909631,Driver_9630,23,22,Central,81.6,Good
909632,Driver_9631,57,21,North,68.8,Average
909633,Driver_9632,35,0,Central,92.8,Excellent
909634,Driver_9633,53,14,South,95.6,Excellent
909635,Driver_9634,51,9,East,86.5,Good
909636,Driver_9635,54,14,Central,87.0,Good
909637,Driver_9636,36,25,North,80.8,Good
909638,Driver_9637,56,23,South,74.5,Average
909639,Driver_9638,61,11,Central,65.1,Average
909640,Driver_9639,22,4,West,80.2,Good
909641,Driver_9640,22,27,East,50.1,Low
909642,Driver_9641,37,7,Central,98.3,Excellent
909643,Driver_9642,26,29,West,59.4,Low
909644,Driver_9643,42,9,North,70.5,Average
909645,Driver_9644,59,24,West,54.7,Low
909646,Driver_9645,26,28,West,92.7,Excellent
909647,Driver_9646,36,24,West,50.8,Low
909648,Driver_9647,28,5,South,94.8,Excellent
909649,Driver_9648,57,12,West,99.8,Excellent
909650,Driver_9649,32,7,South,85.5,Good
909651,Driver_9650,22,13,East,82.1,Good
909652,Driver_9651,42,5,Central,71.1,Average
909653,Driver_9652,59,1,Central,55.8,Low
909654,Driver_9653,58,16,East,56.4,Low
909655,Driver_9654,56,18,North,81.1,Good
909656,Driver_9655,44,6,East,83.4,Good
909657,Driver_9656,32,25,West,58.8,Low
909658,Driver_9657,37,25,East,74.5,Average
909659,Driver_9658,60,17,Central,74.2,Average
909660,Driver_9659,56,23,East,55.8,Low
909661,Driver_9660,55,26,East,54.2,Low
909662,Driver_9661,23,21,North,92.2,Excellent
909663,Driver_9662,56,16,North,75.2,Good
909664,Driver_9663,35,9,East,76.5,Good
909665,Driver_9664,52,1,East,77.5,Good
909666,Driver_9665,26,27,Central,93.3,Excellent
909667,Driver_9666,54,30,North,86.0,Good
909668,Driver_9667,36,23,South,97.8,Excellent
909669,Driver_9668,56,26,South,67.6,Average
909670,Driver_9669,62,24,West,50.3,Low
909671,Driver_9670,24,0,West,86.5,Good
909672,Driver_9671,40,6,North,94.4,Excellent
909673,Driver_9672,57,26,East,81.4,Good
909674,Driver_9673,45,7,South,57.5,Low
909675,Driver_9674,60,16,Central,91.1,Excellent
909676,Driver_9675,49,18,South,66.3,Average
909677,Driver_9676,54,26,East,83.8,Good
909678,Driver_9677,34,10,Central,57.7,Low
909679,Driver_9678,56,26,East,78.5,Good
909680,Driver_9679,30,18,West,73.1,Average
909681,Driver_9680,54,5,South,76.5,Good
909682,Driver_9681,54,26,South,67.5,Average
909683,Driver_9682,63,26,East,60.5,Average
909684,Driver_9683,43,25,Central,82.8,Good
909685,Driver_9684,57,24,North,79.2,Good
909686,Driver_9685,34,27,Central,78.6,Good
909687,Driver_9686,31,4,South,56.5,Low
909688,Driver_9687,21,3,Central,90.6,Excellent
909689,Driver_9688,61,3,East,59.1,Low
909690,Driver_9689,48,14,East,83.4,Good
909691,Driver_9690,26,13,North,65.0,Average
909692,Driver_9691,53,28,North,90.7,Excellent
909693,Driver_9692,61,15,Central,61.9,Average
909694,Driver_9693,34,20,Central,79.9,Good
909695,Driver_9694,40,20,South,98.1,Excellent
909696,Driver_9695,54,13,West,87.6,Good
909697,Driver_9696,54,18,South,58.9,Low
909698,Driver_9697,29,0,South,61.0,Average
909699,Driver_9698,48,4,West,52.6,Low
909700,Driver_9699,53,19,West,96.1,Excellent
909701,Driver_9700,45,28,Central,66.5,Average
909702,Driver_9701,23,11,Central,58.4,Low
909703,Driver_9702,62,15,West,55.3,Low
909704,Driver_9703,28,28,North,60.7,Average
909705,Driver_9704,55,0,Central,94.9,Excellent
909706,Driver_9705,33,18,South,71.0,Average
909707,Driver_9706,45,1,South,79.9,Good
909708,Driver_9707,53,27,East,96.2,Excellent
909709,Driver_9708,50,18,South,52.6,Low
909710,Driver_9709,32,26,Central,86.2,Good
909711,Driver_9710,31,24,West,87.2,Good
909712,Driver_9711,41,3,West,58.0,Low
909713,Driver_9712,40,8,Central,78.4,Good
909714,Driver_9713,38,22,North,50.4,Low
909715,Driver_9714,30,11,East,83.6,Good
909716,Driver_9715,54,4,East,68.0,Average
909717,Driver_9716,30,14,North,69.0,Average
909718,Driver_9717,62,17,East,77.3,Good
909719,Driver_9718,33,11,East,62.1,Average
909720,Driver_9719,25,0,West,69.6,Average
909721,Driver_9720,39,5,Central,69.8,Average
909722,Driver_9721,21,17,East,60.0,Low
909723,Driver_9722,62,1,East,73.0,Average
909724,Driver_9723,26,28,North,86.6,Good
909725,Driver_9724,51,3,East,99.3,Excellent
909726,Driver_9725,62,23,East,60.0,Low
909727,Driver_9726,27,2,West,57.4,Low
909728,Driver_9727,36,28,West,62.2,Average
909729,Driver_9728,28,22,North,66.3,Average
909730,Driver_9729,59,28,South,96.7,Excellent
909731,Driver_9730,33,23,East,82.2,Good
909732,Driver_9731,32,23,West,82.3,Good
909733,Driver_9732,34,7,South,69.5,Average
909734,Driver_9733,50,25,East,63.3,Average
909735,Driver_9734,58,11,South,59.7,Low
909736,Driver_9735,42,2,West,84.6,Good
909737,Driver_9736,54,10,North,50.9,Low
909738,Driver_9737,37,8,Central,90.0,Good
909739,Driver_9738,47,10,North,53.1,Low
909740,Driver_9739,63,6,North,89.2,Good
909741,Driver_9740,49,3,West,66.6,Average
909742,Driver_9741,34,16,East,99.7,Excellent
909743,Driver_9742,46,30,Central,88.3,Good
909744,Driver_9743,44,25,West,72.6,Average
909745,Driver_9744,42,15,West,93.6,Excellent
909746,Driver_9745,32,26,South,76.7,Good
909747,Driver_9746,61,9,West,95.2,Excellent
909748,Driver_9747,58,17,North,89.6,Good
909749,Driver_9748,35,12,East,75.4,Good
909750,Driver_9749,36,22,West,96.6,Excellent
909751,Driver_9750,41,4,South,99.3,Excellent
909752,Driver_9751,58,28,Central,59.3,Low
909753,Driver_9752,48,21,Central,97.3,Excellent
909754,Driver_9753,26,11,North,81.4,Good
909755,Driver_9754,45,5,West,56.4,Low
909756,Driver_9755,56,13,Central,66.8,Average
909757,Driver_9756,24,16,South,77.9,Good
909758,Driver_9757,39,12,North,76.5,Good
909759,Driver_9758,49,22,East,73.8,Average
909760,Driver_9759,60,11,Central,56.1,Low
909761,Driver_9760,34,12,Central,53.2,Low
909762,Driver_9761,21,22,West,52.5,Low
909763,Driver_9762,43,11,North,51.6,Low
909764,Driver_9763,33,29,Central,69.3,Average
909765,Driver_9764,51,3,North,56.9,Low
909766,Driver_9765,50,17,Central,92.3,Excellent
909767,Driver_9766,23,30,East,94.0,Excellent
909768,Driver_9767,35,10,North,78.5,Good
909769,Driver_9768,37,16,South,58.7,Low
909770,Driver_9769,42,26,West,88.3,Good
909771,Driver_9770,40,17,Central,53.2,Low
909772,Driver_9771,39,21,Central,71.1,Average
909773,Driver_9772,62,22,West,53.1,Low
909774,Driver_9773,57,21,North,78.4,Good
909775,Driver_9774,55,27,North,73.2,Average
909776,Driver_9775,41,17,Central,97.1,Excellent
909777,Driver_9776,38,8,Central,61.4,Average
909778,Driver_9777,55,20,East,50.5,Low
909779,Driver_9778,30,16,West,82.5,Good
909780,Driver_9779,51,0,West,64.0,Average
909781,Driver_9780,45,8,Central,95.0,Excellent
909782,Driver_9781,21,24,South,52.1,Low
909783,Driver_9782,62,5,West,72.3,Average
909784,Driver_9783,44,4,East,52.5,Low
909785,Driver_9784,32,15,East,63.5,Average
909786,Driver_9785,60,1,North,94.2,Excellent
909787,Driver_9786,60,2,North,81.1,Good
909788,Driver_9787,62,20,West,76.7,Good
909789,Driver_9788,50,23,West,69.5,Average
909790,Driver_9789,47,3,East,73.5,Average
909791,Driver_9790,31,5,North,79.3,Good
909792,Driver_9791,46,14,West,55.9,Low
909793,Driver_9792,34,5,North,58.4,Low
909794,Driver_9793,57,13,North,67.0,Average
909795,Driver_9794,51,27,South,93.4,Excellent
909796,Driver_9795,63,29,East,75.0,Average
909797,Driver_9796,37,4,West,94.2,Excellent
909798,Driver_9797,44,10,West,55.0,Low
909799,Driver_9798,43,1,Central,92.5,Excellent
909800,Driver_9799,45,11,North,98.3,Excellent
909801,Driver_9800,41,0,East,68.3,Average
909802,Driver_9801,31,16,West,59.5,Low
909803,Driver_9802,31,9,West,85.5,Good
909804,Driver_9803,30,0,South,84.3,Good
909805,Driver_9804,56,27,South,71.4,Average
909806,Driver_9805,32,0,North,89.4,Good
909807,Driver_9806,32,5,West,83.2,Good
909808,Driver_9807,45,27,Central,90.5,Excellent
909809,Driver_9808,56,3,Central,93.1,Excellent
909810,Driver_9809,31,14,West,57.1,Low
909811,Driver_9810,32,20,East,61.5,Average
909812,Driver_9811,39,4,South,92.5,Excellent
909813,Driver_9812,50,22,Central,68.8,Average
909814,Driver_9813,34,11,Central,52.4,Low
909815,Driver_9814,45,16,Central,56.6,Low
909816,Driver_9815,33,5,West,56.1,Low
909817,Driver_9816,21,11,South,90.3,Excellent
909818,Driver_9817,26,29,North,72.1,Average
909819,Driver_9818,62,6,Central,51.1,Low
909820,Driver_9819,50,25,North,75.9,Good
909821,Driver_9820,35,0,North,98.4,Excellent
909822,Driver_9821,31,0,South,89.3,Good
909823,Driver_9822,25,5,North,50.7,Low
909824,Driver_9823,28,14,North,96.2,Excellent
909825,Driver_9824,59,9,West,77.6,Good
909826,Driver_9825,35,20,West,79.4,Good
909827,Driver_9826,62,22,South,91.2,Excellent
909828,Driver_9827,26,23,South,84.0,Good
909829,Driver_9828,31,7,West,65.0,Average
909830,Driver_9829,43,1,North,60.6,Average
909831,Driver_9830,40,13,East,66.9,Average
909832,Driver_9831,25,9,South,76.8,Good
909833,Driver_9832,27,23,Central,56.3,Low
909834,Driver_9833,23,15,West,62.0,Average
909835,Driver_9834,58,18,South,88.7,Good
909836,Driver_9835,62,11,Central,53.9,Low
909837,Driver_9836,63,5,West,54.0,Low
909838,Driver_9837,53,30,South,85.4,Good
909839,Driver_9838,33,4,South,63.4,Average
909840,Driver_9839,61,0,North,81.6,Good
909841,Driver_9840,53,29,North,74.1,Average
909842,Driver_9841,55,4,East,82.7,Good
909843,Driver_9842,54,30,East,79.9,Good
909844,Driver_9843,31,21,East,52.2,Low
909845,Driver_9844,52,27,Central,80.9,Good
909846,Driver_9845,35,0,South,87.7,Good
909847,Driver_9846,50,14,East,93.0,Excellent
909848,Driver_9847,43,12,South,80.7,Good
909849,Driver_9848,45,4,East,55.9,Low
909850,Driver_9849,36,0,North,80.8,Good
909851,Driver_9850,34,28,North,55.8,Low
909852,Driver_9851,26,30,North,73.5,Average
909853,Driver_9852,30,0,West,87.0,Good
909854,Driver_9853,40,9,South,90.3,Excellent
909855,Driver_9854,60,8,North,76.3,Good
909856,Driver_9855,42,25,Central,74.1,Average
909857,Driver_9856,22,12,West,63.3,Average
909858,Driver_9857,53,20,Central,76.6,Good
909859,Driver_9858,25,9,North,92.6,Excellent
909860,Driver_9859,48,10,Central,61.4,Average
909861,Driver_9860,54,26,Central,63.0,Average
909862,Driver_9861,34,6,Central,89.3,Good
909863,Driver_9862,35,24,Central,66.3,Average
909864,Driver_9863,37,25,East,98.8,Excellent
909865,Driver_9864,36,22,Central,78.0,Good
909866,Driver_9865,43,5,West,94.1,Excellent
909867,Driver_9866,30,19,South,50.5,Low
909868,Driver_9867,55,10,East,81.3,Good
909869,Driver_9868,40,6,Central,71.3,Average
909870,Driver_9869,37,6,West,84.2,Good
909871,Driver_9870,57,14,North,81.7,Good
909872,Driver_9871,45,21,East,51.9,Low
909873,Driver_9872,53,6,East,83.6,Good
909874,Driver_9873,60,26,Central,97.6,Excellent
909875,Driver_9874,61,18,West,62.0,Average
909876,Driver_9875,49,14,West,59.3,Low
909877,Driver_9876,44,13,South,81.9,Good
909878,Driver_9877,24,20,North,81.5,Good
909879,Driver_9878,34,29,North,81.5,Good
909880,Driver_9879,59,17,South,78.0,Good
909881,Driver_9880,52,1,South,88.6,Good
909882,Driver_9881,22,8,Central,78.9,Good
909883,Driver_9882,52,26,East,73.6,Average
909884,Driver_9883,23,15,West,86.6,Good
909885,Driver_9884,48,23,North,58.5,Low
909886,Driver_9885,57,25,Central,55.4,Low
909887,Driver_9886,37,25,Central,77.4,Good
909888,Driver_9887,36,27,West,83.2,Good
909889,Driver_9888,59,14,West,78.0,Good
909890,Driver_9889,56,4,Central,56.3,Low
909891,Driver_9890,22,27,South,71.4,Average
909892,Driver_9891,63,17,North,60.9,Average
909893,Driver_9892,39,7,Central,54.2,Low
909894,Driver_9893,46,9,East,57.8,Low
909895,Driver_9894,41,15,West,57.0,Low
909896,Driver_9895,53,23,East,98.2,Excellent
909897,Driver_9896,39,7,West,50.2,Low
909898,Driver_9897,31,27,North,88.6,Good
909899,Driver_9898,53,9,East,68.5,Average
909900,Driver_9899,46,13,Central,52.0,Low
909901,Driver_9900,23,19,West,51.3,Low
909902,Driver_9901,46,29,Central,61.3,Average
909903,Driver_9902,36,13,North,81.4,Good
909904,Driver_9903,50,9,East,83.0,Good
909905,Driver_9904,48,19,North,61.8,Average
909906,Driver_9905,25,26,North,68.0,Average
909907,Driver_9906,29,24,Central,87.4,Good
909908,Driver_9907,47,17,South,85.5,Good
909909,Driver_9908,41,16,North,90.7,Excellent
909910,Driver_9909,46,12,Central,64.2,Average
909911,Driver_9910,29,13,East,83.1,Good
909912,Driver_9911,49,16,West,59.2,Low
909913,Driver_9912,63,14,West,77.6,Good
909914,Driver_9913,50,26,North,67.3,Average
909915,Driver_9914,34,12,East,98.3,Excellent
909916,Driver_9915,54,30,Central,98.6,Excellent
909917,Driver_9916,50,5,North,93.4,Excellent
909918,Driver_9917,36,4,West,98.4,Excellent
909919,Driver_9918,61,2,East,78.0,Good
909920,Driver_9919,52,0,Central,75.9,Good
909921,Driver_9920,56,5,North,72.8,Average
909922,Driver_9921,43,10,South,82.7,Good
909923,Driver_9922,54,19,South,90.7,Excellent
909924,Driver_9923,41,16,East,65.9,Average
909925,Driver_9924,60,11,Central,97.8,Excellent
909926,Driver_9925,57,0,West,96.4,Excellent
909927,Driver_9926,28,1,East,68.3,Average
909928,Driver_9927,34,25,West,77.9,Good
909929,Driver_9928,39,12,North,79.7,Good
909930,Driver_9929,56,1,North,76.3,Good
909931,Driver_9930,45,26,North,94.9,Excellent
909932,Driver_9931,40,3,South,87.3,Good
909933,Driver_9932,54,23,Central,74.7,Average
909934,Driver_9933,23,25,West,88.9,Good
909935,Driver_9934,44,29,South,98.3,Excellent
909936,Driver_9935,25,21,Central,53.8,Low
909937,Driver_9936,56,7,North,97.3,Excellent
909938,Driver_9937,23,15,West,70.9,Average
909939,Driver_9938,27,10,South,85.9,Good
909940,Driver_9939,36,0,East,95.1,Excellent
909941,Driver_9940,61,26,North,80.3,Good
909942,Driver_9941,48,27,East,57.0,Low
909943,Driver_9942,48,8,Central,57.1,Low
909944,Driver_9943,43,26,Central,62.1,Average
909945,Driver_9944,41,10,North,73.4,Average
909946,Driver_9945,55,24,North,64.3,Average
909947,Driver_9946,21,26,South,70.5,Average
909948,Driver_9947,49,13,North,81.4,Good
909949,Driver_9948,47,30,North,69.2,Average
909950,Driver_9949,29,28,West,67.2,Average
909951,Driver_9950,61,27,North,68.3,Average
909952,Driver_9951,54,9,East,73.6,Average
909953,Driver_9952,43,5,West,53.4,Low
909954,Driver_9953,40,6,West,59.1,Low
909955,Driver_9954,29,15,North,85.2,Good
909956,Driver_9955,23,1,Central,69.7,Average
909957,Driver_9956,58,5,East,94.7,Excellent
909958,Driver_9957,28,28,South,57.2,Low
909959,Driver_9958,29,18,North,94.6,Excellent
909960,Driver_9959,36,29,East,87.7,Good
909961,Driver_9960,23,2,Central,75.1,Good
909962,Driver_9961,34,2,North,78.6,Good
909963,Driver_9962,23,27,South,63.1,Average
909964,Driver_9963,58,7,Central,90.8,Excellent
909965,Driver_9964,57,9,South,60.7,Average
909966,Driver_9965,28,15,West,67.0,Average
909967,Driver_9966,21,30,North,66.9,Average
909968,Driver_9967,30,13,North,92.2,Excellent
909969,Driver_9968,23,20,East,69.8,Average
909970,Driver_9969,51,30,West,79.6,Good
909971,Driver_9970,48,28,Central,55.5,Low
909972,Driver_9971,36,29,South,79.3,Good
909973,Driver_9972,49,25,West,78.9,Good
909974,Driver_9973,27,4,South,84.7,Good
909975,Driver_9974,25,16,North,92.1,Excellent
909976,Driver_9975,22,17,West,61.0,Average
909977,Driver_9976,37,24,Central,53.2,Low
909978,Driver_9977,29,22,East,56.6,Low
909979,Driver_9978,40,9,North,96.0,Excellent
909980,Driver_9979,41,19,West,60.2,Average
909981,Driver_9980,60,8,North,68.3,Average
909982,Driver_9981,49,4,South,83.7,Good
909983,Driver_9982,32,9,West,58.0,Low
909984,Driver_9983,32,23,North,70.8,Average
909985,Driver_9984,61,26,East,79.9,Good
909986,Driver_9985,36,1,East,59.0,Low
909987,Driver_9986,31,5,South,78.8,Good
909988,Driver_9987,31,28,Central,51.0,Low
909989,Driver_9988,27,21,West,77.5,Good
909990,Driver_9989,25,1,West,59.5,Low
909991,Driver_9990,38,9,South,80.9,Good
909992,Driver_9991,59,7,North,76.9,Good
909993,Driver_9992,47,2,East,68.3,Average
909994,Driver_9993,47,4,South,63.3,Average
909995,Driver_9994,24,10,West,70.1,Average
909996,Driver_9995,62,1,West,97.6,Excellent
909997,Driver_9996,39,25,North,64.1,Average
909998,Driver_9997,22,27,North,78.8,Good
909999,Driver_9998,60,28,Central,99.3,Excellent
910000,Driver_9999,38,14,West,55.5,Low
910001,Driver_10000,24,27,Central,57.8,Low
910002,Driver_10001,51,17,Central,74.2,Average
910003,Driver_10002,54,28,West,82.4,Good
910004,Driver_10003,44,7,North,82.0,Good
910005,Driver_10004,31,29,West,76.1,Good
910006,Driver_10005,44,7,South,67.2,Average
910007,Driver_10006,56,1,East,67.2,Average
910008,Driver_10007,47,15,North,87.3,Good
910009,Driver_10008,30,8,East,60.1,Average
910010,Driver_10009,46,28,Central,63.4,Average
910011,Driver_10010,23,12,East,66.6,Average
910012,Driver_10011,48,7,Central,73.1,Average
910013,Driver_10012,47,23,West,83.1,Good
910014,Driver_10013,59,7,East,67.6,Average
910015,Driver_10014,54,7,North,78.4,Good
910016,Driver_10015,31,10,West,62.5,Average
910017,Driver_10016,41,21,South,86.8,Good
910018,Driver_10017,44,27,East,52.4,Low
910019,Driver_10018,21,9,South,79.0,Good
910020,Driver_10019,28,14,North,57.0,Low
910021,Driver_10020,52,21,South,72.4,Average
910022,Driver_10021,62,0,East,50.1,Low
910023,Driver_10022,29,8,Central,50.3,Low
910024,Driver_10023,34,22,North,50.9,Low
910025,Driver_10024,62,5,West,70.9,Average
910026,Driver_10025,34,5,Central,82.9,Good
910027,Driver_10026,54,18,North,75.9,Good
910028,Driver_10027,46,11,East,72.3,Average
910029,Driver_10028,50,21,Central,62.8,Average
910030,Driver_10029,26,11,South,97.8,Excellent
910031,Driver_10030,54,20,Central,62.3,Average
910032,Driver_10031,26,17,Central,71.6,Average
910033,Driver_10032,50,25,West,66.4,Average
910034,Driver_10033,54,20,East,73.8,Average
910035,Driver_10034,38,30,South,68.5,Average
910036,Driver_10035,49,22,North,72.9,Average
910037,Driver_10036,57,24,Central,75.9,Good
910038,Driver_10037,44,23,North,53.9,Low
910039,Driver_10038,40,19,East,67.5,Average
910040,Driver_10039,60,15,West,64.0,Average
910041,Driver_10040,41,23,East,84.2,Good
910042,Driver_10041,47,1,West,84.3,Good
910043,Driver_10042,50,26,Central,55.0,Low
910044,Driver_10043,42,26,West,99.8,Excellent
910045,Driver_10044,46,8,Central,62.4,Average
910046,Driver_10045,23,28,West,82.5,Good
910047,Driver_10046,50,8,North,92.3,Excellent
910048,Driver_10047,30,27,North,58.3,Low
910049,Driver_10048,29,12,South,84.7,Good
910050,Driver_10049,58,30,Central,51.9,Low
910051,Driver_10050,44,22,North,92.0,Excellent
910052,Driver_10051,27,16,South,51.4,Low
910053,Driver_10052,53,21,North,99.1,Excellent
