Truck_ID,Truck_Type,Fuel_Type,Capacity_KG,Model_Year,Odometer_KM
912016,Medium,Electric,20564,2015,377773
912017,Medium,Electric,12157,2016,625566
912018,Heavy,Hybrid,19532,2024,327028
912019,Medium,Hybrid,20671,2016,173700
912020,Heavy,Hybrid,27708,2024,394498
912021,Heavy,Hybrid,12225,2023,800263
912022,Light,Diesel,27757,2020,572574
912023,Medium,Diesel,18169,2016,327563
912024,Medium,Diesel,28597,2018,341406
912025,Light,Electric,23333,2015,244200
912026,Light,Diesel,13791,2016,889194
912027,Heavy,Electric,4737,2022,126140
912028,Medium,Electric,19475,2017,885211
912029,Heavy,Electric,8306,2020,176692
912030,Medium,Hybrid,10596,2021,723306
912031,Medium,Hybrid,5759,2025,669654
912032,Light,Electric,4688,2015,333934
912033,Light,Hybrid,13168,2016,49394
912034,Heavy,Hybrid,24781,2024,287589
912035,Heavy,Electric,26466,2016,501950
912036,Light,Diesel,2844,2020,589565
912037,Light,Electric,20975,2017,539769
912038,Medium,CNG,13686,2017,67603
912039,Light,Diesel,3819,2018,156242
912040,Light,Hybrid,9015,2018,393776
912041,Light,Hybrid,1346,2025,733239
912042,Medium,Hybrid,24599,2021,56774
912043,Medium,Diesel,13939,2016,370465
912044,Medium,CNG,20078,2015,163206
912045,Medium,Diesel,25056,2025,606884
912046,Medium,Hybrid,6891,2017,788425
912047,Medium,Diesel,17743,2018,244903
912048,Heavy,Diesel,7123,2024,474889
912049,Light,Diesel,25803,2022,704877
912050,Medium,CNG,9271,2018,386912
912051,Light,Electric,20830,2025,672973
912052,Medium,Electric,25295,2020,521664
912053,Heavy,CNG,24925,2023,560628
912054,Light,Electric,27598,2021,625559
912055,Light,Electric,16886,2016,585736
912056,Medium,Hybrid,25710,2020,598582
912057,Medium,Diesel,7894,2016,234457
912058,Heavy,CNG,4130,2023,334996
912059,Light,Diesel,25158,2022,28395
912060,Medium,Electric,6281,2020,246433
912061,Light,Electric,13170,2023,34037
912062,Light,CNG,1461,2017,890506
912063,Medium,Electric,29007,2016,164790
912064,Medium,Diesel,2322,2022,207121
912065,Medium,Hybrid,9668,2025,631460
912066,Light,Hybrid,9550,2024,728019
912067,Heavy,CNG,8574,2015,830888
912068,Light,CNG,10467,2017,238046
912069,Heavy,CNG,25262,2023,856037
912070,Light,Electric,28853,2019,12223
912071,Medium,Diesel,14701,2023,608745
912072,Heavy,Diesel,25522,2016,584117
912073,Heavy,Diesel,16021,2022,447151
912074,Light,Hybrid,2423,2024,701194
912075,Medium,Hybrid,5184,2022,172383
912076,Heavy,Hybrid,14201,2021,620820
912077,Heavy,Hybrid,28204,2025,309246
912078,Heavy,Diesel,28238,2022,659216
912079,Medium,CNG,8664,2024,232879
912080,Medium,Electric,20082,2023,544912
912081,Light,Electric,19773,2019,98787
912082,Heavy,Electric,7283,2023,484653
912083,Light,Electric,21073,2021,632617
912084,Medium,Electric,16512,2018,70783
912085,Heavy,Diesel,23868,2021,603301
912086,Light,Diesel,23752,2017,707643
912087,Light,Hybrid,20554,2024,614406
912088,Medium,Electric,14950,2015,857743
912089,Light,Electric,19519,2020,704080
912090,Medium,Diesel,1080,2024,142999
912091,Light,CNG,1988,2018,644247
912092,Heavy,Diesel,25883,2018,402904
912093,Medium,Hybrid,19885,2023,738799
912094,Light,Diesel,26133,2022,797340
912095,Heavy,Electric,25650,2016,176069
912096,Heavy,Diesel,14933,2015,823017
912097,Light,Diesel,27643,2016,119132
912098,Medium,Diesel,18894,2018,44080
912099,Heavy,Hybrid,14327,2018,467041
912100,Medium,Electric,7583,2025,439373
912101,Light,CNG,12339,2017,847910
912102,Heavy,CNG,14285,2017,239806
912103,Medium,CNG,26613,2024,570340
912104,Medium,Diesel,26923,2017,122595
912105,Light,CNG,29284,2021,111705
912106,Medium,Diesel,17315,2025,849917
912107,Heavy,Hybrid,6730,2017,872656
912108,Medium,Hybrid,7286,2019,498525
912109,Light,Hybrid,15356,2023,61630
912110,Heavy,Electric,12350,2015,396049
912111,Heavy,Hybrid,6262,2025,375899
912112,Heavy,Diesel,29504,2025,266395
912113,Medium,Diesel,8371,2019,600886
912114,Heavy,Electric,23812,2024,54725
912115,Medium,Diesel,28159,2024,857323
912116,Light,Electric,6518,2021,449685
912117,Light,Diesel,7064,2018,386792
912118,Heavy,Diesel,11964,2018,747746
912119,Medium,Electric,5570,2018,656530
912120,Light,Diesel,29318,2019,444255
912121,Medium,Electric,29470,2024,43267
912122,Heavy,Hybrid,7113,2018,129477
912123,Medium,Hybrid,15502,2025,612645
912124,Medium,Electric,27692,2024,340892
912125,Light,Electric,22761,2017,382728
912126,Medium,CNG,3175,2016,562010
912127,Light,Electric,3492,2022,253662
912128,Light,Diesel,2764,2019,289353
912129,Medium,Electric,19480,2024,546038
912130,Medium,CNG,4038,2017,277528
912131,Light,Hybrid,6787,2020,91808
912132,Heavy,Diesel,17069,2020,678997
912133,Medium,Diesel,15088,2016,521530
912134,Heavy,Diesel,29324,2020,477669
912135,Heavy,Diesel,16479,2025,704372
912136,Light,Electric,16249,2020,589271
912137,Heavy,Diesel,5917,2018,863038
912138,Medium,Electric,19208,2024,17385
912139,Heavy,Electric,21246,2017,626011
912140,Light,CNG,9122,2021,240546
912141,Medium,CNG,4179,2017,788348
912142,Medium,CNG,23965,2023,510837
912143,Light,CNG,26756,2021,284866
912144,Medium,Electric,17301,2018,329265
912145,Medium,Electric,8810,2017,776237
912146,Light,Diesel,16376,2018,299768
912147,Medium,Hybrid,25948,2017,520102
912148,Medium,Diesel,13622,2019,349777
912149,Heavy,Diesel,8735,2016,108200
912150,Medium,Diesel,18029,2020,125377
912151,Light,CNG,10817,2016,596234
912152,Medium,CNG,10676,2023,876283
912153,Light,Diesel,19070,2023,301410
912154,Light,CNG,13302,2025,670264
912155,Light,Diesel,21558,2024,670980
912156,Light,Electric,6867,2025,760731
912157,Medium,CNG,6425,2024,120647
912158,Medium,Electric,9727,2023,187952
912159,Medium,CNG,20237,2016,848230
912160,Light,Hybrid,21412,2017,536077
912161,Light,CNG,8863,2019,859996
912162,Medium,CNG,8124,2025,160912
912163,Light,Electric,18271,2020,664446
912164,Medium,CNG,14797,2018,802839
912165,Heavy,CNG,26848,2019,336118
912166,Medium,CNG,27139,2023,110570
912167,Medium,Hybrid,10336,2020,91919
912168,Medium,Electric,12972,2015,114716
912169,Heavy,CNG,12095,2024,666743
912170,Medium,CNG,10644,2020,296792
912171,Light,Diesel,29837,2018,680960
912172,Light,Hybrid,25924,2016,203237
912173,Medium,Hybrid,19375,2023,143699
912174,Light,Hybrid,25821,2021,680915
912175,Light,Electric,7976,2021,266449
912176,Heavy,Electric,3679,2025,659921
912177,Medium,CNG,16448,2021,361741
912178,Heavy,Hybrid,27516,2019,203821
912179,Light,Diesel,1482,2020,717848
912180,Light,Electric,16578,2019,569827
912181,Medium,Hybrid,16717,2021,652096
912182,Light,Diesel,23621,2018,849981
912183,Heavy,CNG,21709,2024,603863
912184,Light,CNG,21510,2018,751979
912185,Medium,Hybrid,6902,2021,880285
912186,Light,Hybrid,8222,2021,360892
912187,Medium,Diesel,24557,2023,505394
912188,Light,CNG,27782,2017,654240
912189,Heavy,Diesel,12501,2015,708318
912190,Medium,Diesel,5677,2017,757697
912191,Light,Electric,10409,2023,689562
912192,Light,Hybrid,5970,2022,138663
912193,Medium,Hybrid,21071,2017,743309
912194,Light,CNG,13884,2025,122644
912195,Medium,CNG,9855,2016,315732
912196,Light,Diesel,6251,2021,39058
912197,Heavy,Diesel,9798,2018,444811
912198,Heavy,Hybrid,13686,2022,485861
912199,Medium,CNG,4803,2024,386179
912200,Light,CNG,13039,2016,279262
912201,Heavy,Hybrid,6057,2024,257952
912202,Medium,Diesel,16501,2022,49662
912203,Light,Diesel,15752,2019,92715
912204,Medium,CNG,17877,2019,871498
912205,Medium,CNG,28504,2025,317281
912206,Medium,CNG,11788,2024,113627
912207,Light,CNG,8276,2017,478001
912208,Medium,Diesel,14546,2019,829070
912209,Light,Diesel,15375,2015,802179
912210,Medium,Electric,23222,2016,422462
912211,Heavy,Diesel,16010,2017,406118
912212,Heavy,Electric,19928,2025,737404
912213,Medium,CNG,20366,2022,106257
912214,Light,CNG,27976,2019,437791
912215,Heavy,CNG,6045,2016,34838
912216,Light,Electric,22974,2020,189407
912217,Heavy,Electric,9845,2015,391508
912218,Heavy,Electric,13275,2022,776824
912219,Light,CNG,10148,2024,716031
912220,Medium,Diesel,8808,2016,308791
912221,Heavy,Hybrid,14388,2016,773823
912222,Medium,Electric,20704,2015,793175
912223,Light,Electric,17822,2024,589331
912224,Light,Hybrid,28623,2016,527820
912225,Medium,CNG,24696,2020,459597
912226,Heavy,Electric,2317,2022,137766
912227,Medium,CNG,27945,2019,431293
912228,Light,Diesel,2158,2020,83128
912229,Heavy,Hybrid,16289,2021,516605
912230,Light,Diesel,23969,2019,450988
912231,Heavy,Hybrid,15160,2019,803788
912232,Medium,Electric,25797,2017,854476
912233,Heavy,Electric,29185,2015,826380
912234,Heavy,Diesel,2400,2025,143682
912235,Heavy,Diesel,21977,2021,261690
912236,Light,Diesel,1595,2022,701263
912237,Heavy,Diesel,16659,2019,298489
912238,Heavy,Diesel,4460,2019,255506
912239,Heavy,CNG,15873,2020,213726
912240,Light,Hybrid,3199,2021,424141
912241,Medium,Hybrid,16215,2019,514683
912242,Medium,Diesel,27647,2022,355278
912243,Heavy,Diesel,22330,2018,875699
912244,Heavy,Electric,4205,2016,525930
912245,Heavy,Diesel,10041,2025,636177
912246,Heavy,Electric,10415,2016,763903
912247,Medium,CNG,13191,2016,386571
912248,Heavy,Diesel,25273,2022,854069
912249,Heavy,Electric,12158,2016,592983
912250,Light,Electric,10523,2023,668219
912251,Medium,Diesel,11982,2015,376852
912252,Medium,Diesel,1867,2020,819024
912253,Light,Hybrid,29519,2016,166145
912254,Light,Diesel,19715,2015,455277
912255,Light,Diesel,28917,2015,457080
912256,Light,Hybrid,10284,2015,640459
912257,Light,Electric,4728,2023,740573
912258,Medium,CNG,3069,2019,326534
912259,Medium,Hybrid,27600,2015,271648
912260,Heavy,CNG,15756,2020,897250
912261,Light,CNG,7351,2016,840063
912262,Light,CNG,28448,2021,425989
912263,Heavy,Diesel,11159,2023,698745
912264,Medium,CNG,10254,2019,508436
912265,Light,Hybrid,28765,2025,745288
912266,Light,Hybrid,28278,2025,155966
912267,Light,Electric,11207,2025,369294
912268,Light,Hybrid,14825,2016,754478
912269,Medium,CNG,15224,2020,794255
912270,Heavy,Electric,6412,2025,371430
912271,Medium,Hybrid,3856,2019,804386
912272,Light,CNG,4558,2015,564279
912273,Medium,Hybrid,11822,2016,846806
912274,Medium,CNG,21487,2021,387390
912275,Medium,CNG,3783,2016,114132
912276,Heavy,CNG,13855,2023,890796
912277,Medium,Hybrid,3265,2024,158440
912278,Heavy,Hybrid,11825,2017,728339
912279,Light,Diesel,9074,2025,874603
912280,Light,Electric,11316,2024,209598
912281,Medium,Electric,24022,2021,574861
912282,Light,CNG,9006,2019,439431
912283,Medium,Hybrid,11461,2021,136869
912284,Medium,CNG,14131,2022,362304
912285,Light,Electric,27931,2025,761846
912286,Medium,Electric,14715,2025,77219
912287,Medium,Hybrid,5223,2017,42106
912288,Heavy,Diesel,19601,2019,786240
912289,Medium,Electric,20387,2015,847322
912290,Heavy,Electric,6241,2024,382755
912291,Light,Electric,19564,2023,418284
912292,Medium,CNG,25284,2017,108612
912293,Light,Electric,15947,2018,815564
912294,Medium,Hybrid,8452,2019,348144
912295,Light,Diesel,23616,2025,242274
912296,Heavy,Diesel,16376,2017,616638
912297,Heavy,CNG,11742,2018,304797
912298,Medium,CNG,27487,2017,618968
912299,Heavy,CNG,21103,2019,828798
912300,Light,Electric,16362,2023,426830
912301,Heavy,Hybrid,8972,2016,111895
912302,Medium,Diesel,18822,2023,712033
912303,Medium,Diesel,25753,2022,458604
912304,Medium,CNG,28270,2015,256043
912305,Medium,Electric,18115,2025,190470
912306,Medium,Diesel,5837,2015,648101
912307,Heavy,Hybrid,18452,2015,817243
912308,Light,Electric,13769,2022,383760
912309,Medium,Diesel,17336,2015,520926
912310,Heavy,Diesel,15287,2023,499600
912311,Light,Diesel,6770,2025,466673
912312,Light,Electric,5483,2021,262720
912313,Heavy,Electric,8073,2020,462151
912314,Heavy,Hybrid,19404,2025,540015
912315,Heavy,Hybrid,17794,2021,720066
912316,Heavy,Diesel,17318,2017,46001
912317,Medium,Hybrid,1270,2016,424353
912318,Medium,Hybrid,20559,2020,331825
912319,Medium,Diesel,9506,2019,155564
912320,Medium,CNG,21685,2023,692425
912321,Heavy,Diesel,12701,2017,861999
912322,Medium,Electric,29366,2018,450146
912323,Medium,CNG,20419,2015,438853
912324,Medium,Hybrid,7002,2021,32159
912325,Medium,CNG,18105,2015,679367
912326,Light,Hybrid,29952,2016,668276
912327,Heavy,Diesel,24052,2024,35346
912328,Light,CNG,23298,2018,378943
912329,Medium,CNG,17077,2025,40081
912330,Light,Electric,12199,2023,817954
912331,Heavy,CNG,2626,2023,238982
912332,Light,Electric,26334,2024,38393
912333,Heavy,CNG,27961,2021,613956
912334,Medium,Diesel,10244,2019,720730
912335,Light,Electric,18987,2017,330825
912336,Light,Hybrid,11639,2024,697875
912337,Light,CNG,14144,2021,137131
912338,Medium,Electric,15888,2023,201552
912339,Medium,CNG,19472,2018,605852
912340,Heavy,Diesel,23592,2022,220742
912341,Medium,CNG,26933,2019,541781
912342,Heavy,CNG,8891,2025,106366
912343,Heavy,Hybrid,28306,2020,506716
912344,Medium,CNG,25777,2015,249292
912345,Medium,Diesel,28072,2025,455034
912346,Medium,Diesel,10812,2020,546257
912347,Medium,Hybrid,24665,2025,376998
912348,Light,Hybrid,18232,2024,432307
912349,Medium,Hybrid,14864,2016,673445
912350,Medium,Electric,29972,2024,852066
912351,Heavy,Diesel,15773,2022,106918
912352,Heavy,CNG,12545,2017,96063
912353,Medium,Hybrid,15041,2018,898909
912354,Medium,Hybrid,2355,2025,303658
912355,Light,CNG,25041,2018,884021
912356,Medium,Hybrid,18660,2017,575845
912357,Heavy,CNG,26984,2017,220553
912358,Heavy,Electric,14367,2020,677116
912359,Medium,CNG,20267,2019,327477
912360,Heavy,Electric,28041,2025,45909
912361,Heavy,CNG,10775,2019,721744
912362,Heavy,CNG,12731,2025,791695
912363,Heavy,Hybrid,2295,2019,195152
912364,Medium,Diesel,18258,2023,27827
912365,Medium,Diesel,7377,2017,114183
912366,Light,Hybrid,24189,2019,429615
912367,Medium,Hybrid,8051,2021,150156
912368,Medium,CNG,18575,2024,567543
912369,Heavy,Diesel,16328,2023,325108
912370,Medium,Hybrid,27490,2024,561380
912371,Heavy,Diesel,1898,2022,723816
912372,Medium,Electric,6525,2023,572285
912373,Medium,CNG,15863,2021,355871
912374,Medium,Electric,11904,2016,622530
912375,Heavy,Diesel,15169,2017,248048
912376,Medium,Diesel,14846,2015,38820
912377,Light,Hybrid,17285,2024,659680
912378,Medium,Electric,28334,2016,754956
912379,Heavy,Hybrid,10761,2020,751504
912380,Heavy,Electric,29140,2018,773319
912381,Medium,CNG,2523,2025,208970
912382,Medium,CNG,15213,2018,403638
912383,Heavy,Diesel,8039,2016,93938
912384,Light,CNG,2491,2022,807943
912385,Medium,Diesel,13125,2015,24248
912386,Heavy,CNG,27748,2016,642725
912387,Medium,Electric,5700,2016,429828
912388,Heavy,Hybrid,17627,2018,285744
912389,Light,CNG,6793,2023,182415
912390,Medium,Hybrid,21103,2018,325851
912391,Light,CNG,22063,2017,138064
912392,Light,Hybrid,13302,2024,422149
912393,Heavy,Hybrid,4510,2021,497108
912394,Medium,Electric,7978,2024,164832
912395,Medium,Hybrid,13809,2024,697835
912396,Medium,Hybrid,12677,2018,104263
912397,Heavy,Diesel,29611,2020,391988
912398,Medium,Hybrid,27424,2023,188130
912399,Light,Electric,17773,2025,695481
912400,Light,CNG,28177,2023,769926
912401,Light,Hybrid,7091,2015,883656
912402,Medium,CNG,1679,2017,756253
912403,Light,Hybrid,1739,2021,213464
912404,Light,Hybrid,21877,2015,347317
912405,Medium,Diesel,27004,2024,504676
912406,Medium,Diesel,22356,2022,247084
912407,Medium,Diesel,27658,2018,317400
912408,Heavy,Hybrid,29939,2024,886151
912409,Heavy,Diesel,15878,2016,74650
912410,Heavy,Diesel,19903,2019,667443
912411,Light,Hybrid,17549,2024,311034
912412,Heavy,Diesel,18375,2024,587669
912413,Medium,Electric,10156,2019,546747
912414,Medium,Hybrid,15999,2016,188148
912415,Light,Electric,28904,2018,609720
912416,Heavy,Electric,26708,2024,620894
912417,Light,CNG,17867,2020,408831
912418,Light,Electric,6819,2022,379492
912419,Medium,Electric,12081,2018,867750
912420,Heavy,Electric,16159,2025,211899
912421,Medium,CNG,11741,2017,847194
912422,Medium,Hybrid,10102,2018,556437
912423,Light,CNG,7382,2020,567340
912424,Medium,CNG,14575,2016,453432
912425,Medium,Hybrid,21792,2020,23197
912426,Light,Electric,26920,2020,831373
912427,Heavy,Hybrid,12177,2025,471513
912428,Light,Electric,8093,2020,696399
912429,Heavy,Electric,2910,2015,115883
912430,Heavy,CNG,4047,2016,465305
912431,Medium,Hybrid,22236,2024,675332
912432,Medium,Diesel,22192,2018,760825
912433,Light,Hybrid,3011,2022,302111
912434,Medium,Hybrid,29654,2017,598647
912435,Light,Diesel,17485,2015,846138
912436,Heavy,Electric,19322,2021,27950
912437,Heavy,Diesel,21125,2025,165993
912438,Heavy,Hybrid,27164,2015,564135
912439,Light,CNG,22888,2016,324069
912440,Medium,Electric,10225,2024,730672
912441,Heavy,CNG,4648,2019,885555
912442,Medium,Electric,15160,2019,152120
912443,Light,Diesel,21769,2015,460652
912444,Medium,Electric,7269,2015,377260
912445,Medium,Electric,1248,2025,841186
912446,Heavy,CNG,18386,2025,272523
912447,Light,Diesel,4640,2022,675971
912448,Heavy,Hybrid,16966,2025,654022
912449,Heavy,Diesel,29842,2024,152481
912450,Heavy,Hybrid,20694,2021,864622
912451,Medium,CNG,25149,2025,631981
912452,Medium,Diesel,29219,2015,107756
912453,Heavy,Hybrid,1393,2018,285751
912454,Medium,Diesel,20190,2025,112427
912455,Medium,Hybrid,20361,2021,311399
912456,Medium,CNG,8192,2020,44000
912457,Heavy,Hybrid,3090,2023,888941
912458,Heavy,Electric,11673,2021,429301
912459,Light,Hybrid,25309,2023,386445
912460,Heavy,Electric,6604,2021,805553
912461,Heavy,Hybrid,16455,2023,36098
912462,Medium,Electric,10113,2023,719590
912463,Light,Diesel,20143,2015,492052
912464,Medium,CNG,18965,2023,282515
912465,Medium,CNG,7730,2021,880621
912466,Light,Hybrid,8394,2024,413818
912467,Medium,Diesel,18342,2016,744257
912468,Medium,Electric,20893,2022,817640
912469,Light,Hybrid,15332,2015,491243
912470,Light,Hybrid,8412,2023,671750
912471,Heavy,Hybrid,1726,2023,177278
912472,Heavy,Diesel,5888,2016,309237
912473,Heavy,Hybrid,1841,2025,733963
912474,Heavy,Electric,25879,2015,629983
912475,Light,Hybrid,7595,2015,405660
912476,Light,Hybrid,19799,2020,381368
912477,Light,Electric,12882,2020,827670
912478,Heavy,CNG,15609,2018,371630
912479,Light,Electric,1766,2025,271227
912480,Light,Diesel,17616,2017,434730
912481,Light,Electric,28787,2020,817843
912482,Medium,CNG,14443,2025,116399
912483,Heavy,Diesel,19204,2021,320720
912484,Medium,CNG,5069,2022,373359
912485,Medium,CNG,21618,2015,839344
912486,Heavy,Hybrid,25923,2020,86027
912487,Medium,CNG,19409,2020,442698
912488,Light,CNG,6391,2022,821303
912489,Medium,Diesel,24676,2023,647382
912490,Heavy,CNG,13419,2019,390734
912491,Heavy,CNG,13060,2017,388345
912492,Medium,Diesel,8609,2018,156132
912493,Light,CNG,13782,2019,624167
912494,Light,Hybrid,1542,2018,506363
912495,Heavy,Electric,25857,2019,39178
912496,Medium,Diesel,17148,2025,321243
912497,Medium,Electric,9882,2023,255275
912498,Light,Diesel,22607,2024,580878
912499,Light,Hybrid,25776,2015,896182
912500,Heavy,Diesel,2468,2017,612615
912501,Medium,Diesel,29108,2017,872490
912502,Light,Diesel,13045,2020,342991
912503,Medium,Diesel,29210,2020,425391
912504,Medium,CNG,26851,2016,128964
912505,Heavy,Hybrid,3888,2016,571380
912506,Light,CNG,15373,2024,472378
912507,Heavy,Hybrid,12448,2025,64211
912508,Medium,Electric,27067,2020,786162
912509,Heavy,Hybrid,28976,2016,737237
912510,Heavy,Electric,25899,2019,836181
912511,Light,Electric,15201,2019,93737
912512,Heavy,Hybrid,5522,2022,732441
912513,Medium,Electric,2434,2022,490239
912514,Medium,CNG,25615,2017,658969
912515,Light,Hybrid,5601,2016,16894
912516,Light,Electric,29582,2022,289028
912517,Heavy,Hybrid,3077,2019,607902
912518,Medium,Electric,21576,2017,573412
912519,Heavy,Electric,19997,2017,309010
912520,Light,Electric,1107,2020,228290
912521,Light,CNG,3534,2015,726658
912522,Medium,Hybrid,27653,2020,741064
912523,Medium,Electric,9226,2025,759854
912524,Medium,Hybrid,17344,2017,171225
912525,Light,Electric,14993,2016,403847
912526,Light,CNG,19851,2023,803837
912527,Medium,Electric,8835,2024,589713
912528,Heavy,CNG,14693,2023,433626
912529,Heavy,Hybrid,13918,2024,277340
912530,Light,Electric,29096,2018,19312
912531,Light,Diesel,6756,2017,295650
912532,Medium,CNG,15858,2023,318490
912533,Heavy,CNG,5441,2016,69602
912534,Heavy,Diesel,20635,2021,122069
912535,Heavy,Hybrid,10292,2020,500781
912536,Heavy,CNG,6592,2019,405506
912537,Light,Electric,8197,2016,92241
912538,Heavy,Electric,18007,2023,373292
912539,Medium,CNG,13887,2016,719989
912540,Light,Diesel,22949,2025,48438
912541,Medium,CNG,28794,2017,806728
912542,Light,Diesel,24919,2019,70002
912543,Medium,CNG,21167,2015,199119
912544,Medium,Electric,29855,2024,105065
912545,Medium,Diesel,20726,2017,893532
912546,Medium,Electric,21358,2023,438868
912547,Heavy,Hybrid,28498,2018,759537
912548,Light,Hybrid,25242,2023,753389
912549,Light,CNG,3794,2023,798258
912550,Medium,Electric,1746,2017,298592
912551,Heavy,Electric,3721,2025,842225
912552,Light,CNG,1623,2017,65413
912553,Light,Diesel,3739,2019,337674
912554,Light,Diesel,18192,2016,68476
912555,Heavy,Hybrid,8986,2017,625212
912556,Medium,Electric,13796,2020,853179
912557,Medium,Hybrid,10865,2016,676596
912558,Light,Hybrid,25228,2016,198140
912559,Medium,CNG,25294,2019,220087
912560,Heavy,Hybrid,28432,2020,267489
912561,Medium,Hybrid,19301,2022,401334
912562,Heavy,CNG,28323,2020,470580
912563,Heavy,Hybrid,22927,2018,870591
912564,Light,Electric,24942,2020,789000
912565,Light,Electric,11237,2022,466646
912566,Medium,Hybrid,20790,2023,254033
912567,Light,Hybrid,9035,2016,370867
912568,Light,CNG,7075,2023,116760
912569,Heavy,Hybrid,22269,2019,318212
912570,Medium,CNG,28694,2017,461534
912571,Heavy,Electric,19310,2015,338976
912572,Heavy,Electric,29271,2021,700495
912573,Medium,Diesel,12908,2019,650307
912574,Medium,Hybrid,27961,2019,470532
912575,Light,Diesel,1057,2021,674516
912576,Light,CNG,29754,2020,791018
912577,Light,Hybrid,8075,2019,629702
912578,Heavy,Diesel,8304,2017,867368
912579,Medium,Hybrid,12071,2023,592198
912580,Light,Hybrid,5951,2016,364752
912581,Heavy,CNG,21837,2018,306466
912582,Light,CNG,23828,2017,664562
912583,Heavy,Diesel,7239,2021,587486
912584,Heavy,Diesel,11889,2017,694503
912585,Light,Hybrid,22541,2021,658914
912586,Medium,CNG,28643,2025,848442
912587,Heavy,Hybrid,19260,2024,47557
912588,Medium,CNG,28948,2015,893831
912589,Light,CNG,18261,2018,325042
912590,Light,CNG,24528,2021,345567
912591,Medium,Hybrid,6341,2023,65351
912592,Medium,Electric,13384,2017,103562
912593,Medium,CNG,7836,2017,681094
912594,Light,Diesel,7250,2022,31808
912595,Heavy,Diesel,19584,2018,44757
912596,Medium,CNG,21001,2021,535770
912597,Heavy,CNG,3899,2019,162058
912598,Heavy,Diesel,1694,2020,400045
912599,Medium,CNG,26393,2024,784022
912600,Light,CNG,6497,2015,34626
912601,Heavy,CNG,28329,2022,620233
912602,Heavy,Diesel,25713,2015,127243
912603,Light,Diesel,2811,2020,530418
912604,Light,Electric,25427,2021,630160
912605,Heavy,Diesel,3066,2020,532343
912606,Medium,CNG,16520,2016,473168
912607,Heavy,Electric,8348,2024,46361
912608,Heavy,Electric,4226,2024,174224
912609,Heavy,CNG,20554,2023,647763
912610,Medium,Diesel,8898,2025,223449
912611,Medium,Hybrid,1667,2022,687703
912612,Light,CNG,23029,2016,154024
912613,Light,CNG,10015,2015,462932
912614,Light,Electric,20967,2016,565078
912615,Light,Electric,16586,2021,660542
912616,Light,Electric,10940,2024,810645
912617,Medium,Electric,13396,2018,829180
912618,Medium,Diesel,15030,2020,460734
912619,Light,Hybrid,6074,2018,871646
912620,Heavy,CNG,18158,2018,607779
912621,Medium,Electric,22153,2021,604662
912622,Heavy,Electric,13320,2020,783479
912623,Medium,Diesel,21212,2020,272560
912624,Medium,Hybrid,12257,2017,210457
912625,Heavy,Electric,20178,2024,483615
912626,Heavy,Diesel,4813,2025,544169
912627,Heavy,Hybrid,14059,2025,334041
912628,Light,Electric,1498,2023,647338
912629,Heavy,Diesel,28173,2018,641003
912630,Medium,CNG,20377,2019,775960
912631,Light,CNG,5777,2022,443881
912632,Light,Hybrid,5508,2023,155579
912633,Heavy,Hybrid,16112,2020,343662
912634,Light,Hybrid,29523,2015,795930
912635,Medium,Hybrid,17342,2016,101718
912636,Medium,Diesel,17624,2017,578281
912637,Heavy,Electric,10664,2019,121367
912638,Heavy,CNG,3019,2024,598472
912639,Light,Hybrid,29060,2021,674611
912640,Heavy,Diesel,4375,2022,175973
912641,Heavy,Diesel,21122,2020,787278
912642,Medium,CNG,14863,2019,603285
912643,Medium,Electric,23315,2025,844246
912644,Medium,Electric,18245,2016,507258
912645,Heavy,CNG,23576,2024,833640
912646,Medium,Diesel,28305,2015,259313
912647,Heavy,CNG,1392,2016,627992
912648,Heavy,Electric,1018,2021,279920
912649,Medium,CNG,3207,2018,91603
912650,Heavy,Hybrid,8676,2017,157429
912651,Heavy,Diesel,17386,2019,553958
912652,Light,Hybrid,6439,2019,820364
912653,Heavy,Hybrid,24775,2016,819398
912654,Light,CNG,6691,2018,863681
912655,Medium,Diesel,22634,2022,655728
912656,Heavy,Hybrid,1816,2018,391496
912657,Heavy,Electric,23535,2020,576980
912658,Heavy,Diesel,12690,2016,115176
912659,Heavy,Hybrid,6312,2024,678023
912660,Medium,Diesel,26243,2017,70490
912661,Heavy,Electric,12915,2021,579538
912662,Light,Diesel,22137,2015,655502
912663,Light,Hybrid,18575,2022,368315
912664,Medium,CNG,19151,2021,827155
912665,Medium,CNG,9260,2016,824485
912666,Light,Diesel,22017,2025,432719
912667,Medium,Electric,6504,2024,144589
912668,Heavy,Hybrid,5836,2025,325533
912669,Heavy,CNG,6874,2021,610187
912670,Heavy,CNG,28900,2018,539384
912671,Light,Hybrid,22323,2022,615097
912672,Medium,CNG,21403,2015,184090
912673,Heavy,CNG,18834,2015,353680
912674,Medium,Hybrid,28454,2018,509708
912675,Heavy,CNG,9344,2018,204255
912676,Heavy,CNG,27941,2019,580977
912677,Light,Hybrid,23091,2020,724879
912678,Medium,Electric,19430,2017,755352
912679,Heavy,Diesel,3234,2023,246779
912680,Medium,Hybrid,24539,2023,138128
912681,Medium,Diesel,3371,2018,688469
912682,Light,Hybrid,27437,2023,679954
912683,Heavy,Hybrid,2167,2021,55191
912684,Light,Hybrid,13229,2025,79262
912685,Medium,CNG,24663,2020,172560
912686,Light,Diesel,16560,2015,735422
912687,Medium,CNG,20013,2020,456795
